experiment	lariat_id	lariat_count_WT	lariat_count_DBR1_KO	total_alu_count	pos_alu_count	neg_alu_count	alu_ir_pair_count	alu_category	total_reads_DBR1_KO	total_reads_WT
1	chr1_-_9791819_9791473	0	1	0	0	0	0	no_alu	285887559	246574313
1	chr17_-_40729231_40726249	0	2	2	1	1	1	ir_alu	285887559	246574313
1	chr2_-_239179953_239177635	0	2	0	0	0	0	no_alu	285887559	246574313
1	chr1_-_52961099_52959332	0	3	2	1	1	1	ir_alu	285887559	246574313
1	chr22_-_39709196_39709010	0	19	0	0	0	0	no_alu	285887559	246574313
1	chr1_+_44035450_44044457	0	2	1	0	1	0	non_ir_single_alu	285887559	246574313
1	chr7_-_75228502_75221843	0	2	10	7	3	3	ir_alu	285887559	246574313
1	chr22_-_47085889_47083127	0	1	2	1	1	1	ir_alu	285887559	246574313
1	chr22_+_22040848_22041160	0	3	0	0	0	0	no_alu	285887559	246574313
1	chr1_-_225594366_225592434	0	1	1	0	1	0	non_ir_single_alu	285887559	246574313
1	chr19_+_3525992_3526084	0	1	0	0	0	0	no_alu	285887559	246574313
1	chr2_+_65309844_65310758	0	4	0	0	0	0	no_alu	285887559	246574313
1	chr17_-_80039040_80038825	0	5	0	0	0	0	no_alu	285887559	246574313
1	chr21_-_44478255_44477018	0	7	0	0	0	0	no_alu	285887559	246574313
1	chr9_-_140437884_140437275	0	2	0	0	0	0	no_alu	285887559	246574313
1	chr9_+_35749406_35749706	0	2	0	0	0	0	no_alu	285887559	246574313
1	chr9_-_35749708_35749405	0	2	0	0	0	0	no_alu	285887559	246574313
1	chr6_+_18212836_18213860	0	3	1	1	0	0	non_ir_single_alu	285887559	246574313
1	chr16_+_586143_587108	0	1	1	0	1	0	non_ir_single_alu	285887559	246574313
1	chr12_+_51102346_51108154	0	2	9	6	3	3	ir_alu	285887559	246574313
1	chr11_-_116656230_116655886	0	4	0	0	0	0	no_alu	285887559	246574313
1	chr12_+_6946251_6946538	0	1	0	0	0	0	no_alu	285887559	246574313
1	chr2_+_71304767_71305409	0	1	0	0	0	0	no_alu	285887559	246574313
1	chr19_+_16974608_16976195	0	5	5	3	2	2	ir_alu	285887559	246574313
1	chr3_+_52524248_52524687	0	1	0	0	0	0	no_alu	285887559	246574313
1	chrX_-_153279493_153278907	0	3	0	0	0	0	no_alu	285887559	246574313
1	chr17_+_21201792_21202168	0	6	0	0	0	0	no_alu	285887559	246574313
1	chr5_+_140022627_140023466	0	1	1	0	1	0	non_ir_single_alu	285887559	246574313
1	chr4_-_170482631_170477266	0	2	2	2	0	0	non_ir_multi_alu	285887559	246574313
1	chr14_-_58877561_58875928	0	3	4	1	3	1	ir_alu	285887559	246574313
1	chr7_+_930704_931888	0	1	0	0	0	0	no_alu	285887559	246574313
1	chr10_+_77118466_77120352	0	1	1	0	1	0	non_ir_single_alu	285887559	246574313
1	chr4_-_10086067_10084814	0	2	0	0	0	0	no_alu	285887559	246574313
1	chr6_-_33163140_33162875	0	2	0	0	0	0	no_alu	285887559	246574313
1	chr16_+_30745330_30745791	0	3	1	1	0	0	non_ir_single_alu	285887559	246574313
1	chr11_+_117060118_117060646	0	5	0	0	0	0	no_alu	285887559	246574313
1	chr5_+_42718224_42718520	0	1	0	0	0	0	no_alu	285887559	246574313
1	chr6_+_31634681_31635621	0	1	1	0	1	0	non_ir_single_alu	285887559	246574313
1	chr12_+_69985940_69986732	0	2	2	2	0	0	non_ir_multi_alu	285887559	246574313
1	chr17_+_26715559_26722901	0	2	5	2	3	2	ir_alu	285887559	246574313
1	chr10_+_104111132_104111572	0	1	0	0	0	0	no_alu	285887559	246574313
1	chr3_+_52524248_52524697	0	3	0	0	0	0	no_alu	285887559	246574313
1	chr15_-_89873312_89872369	0	11	0	0	0	0	no_alu	285887559	246574313
1	chr9_+_136217927_136218093	0	6	0	0	0	0	no_alu	285887559	246574313
1	chr10_-_46113588_46112043	0	1	2	2	0	0	non_ir_multi_alu	285887559	246574313
1	chr13_-_77625946_77625335	0	1	0	0	0	0	no_alu	285887559	246574313
1	chr5_-_137506727_137506623	0	1	0	0	0	0	no_alu	285887559	246574313
1	chr17_+_8159967_8160135	0	1	0	0	0	0	no_alu	285887559	246574313
1	chr19_-_10670988_10670633	0	2	0	0	0	0	no_alu	285887559	246574313
1	chr19_+_49122801_49123639	0	2	0	0	0	0	no_alu	285887559	246574313
1	chr21_-_34030026_34029469	0	1	0	0	0	0	no_alu	285887559	246574313
1	chr9_+_131361266_131362334	0	1	1	0	1	0	non_ir_single_alu	285887559	246574313
1	chr19_-_3547846_3547571	0	1	0	0	0	0	no_alu	285887559	246574313
1	chr11_-_65425758_65423424	0	2	1	1	0	0	non_ir_single_alu	285887559	246574313
1	chr7_-_100282346_100282255	0	1	0	0	0	0	no_alu	285887559	246574313
1	chr2_-_197086935_197085690	0	2	1	0	1	0	non_ir_single_alu	285887559	246574313
1	chr12_+_69985940_69986731	0	2	2	2	0	0	non_ir_multi_alu	285887559	246574313
1	chr19_-_48640265_48639403	0	3	0	0	0	0	no_alu	285887559	246574313
1	chr1_-_40027745_40027478	0	2	0	0	0	0	no_alu	285887559	246574313
1	chr3_-_11874477_11871378	0	2	1	1	0	0	non_ir_single_alu	285887559	246574313
1	chr19_+_11170562_11170690	0	2	0	0	0	0	no_alu	285887559	246574313
1	chr3_+_50293753_50294134	0	1	0	0	0	0	no_alu	285887559	246574313
1	chr19_-_13067677_13065364	0	2	3	2	1	1	ir_alu	285887559	246574313
1	chr20_+_34287686_34288689	0	3	0	0	0	0	no_alu	285887559	246574313
1	chr1_+_220312482_220313497	0	1	1	1	0	0	non_ir_single_alu	285887559	246574313
1	chr22_+_39822931_39823996	0	1	0	0	0	0	no_alu	285887559	246574313
1	chr12_-_120602450_120602329	0	2	0	0	0	0	no_alu	285887559	246574313
1	chr19_+_49589819_49593527	0	2	7	2	5	2	ir_alu	285887559	246574313
1	chr11_-_134123193_134122846	0	3	0	0	0	0	no_alu	285887559	246574313
1	chr15_-_75137814_75137578	0	2	0	0	0	0	no_alu	285887559	246574313
1	chr10_+_121189951_121190871	0	1	0	0	0	0	no_alu	285887559	246574313
1	chr3_-_49070553_49070231	0	3	0	0	0	0	no_alu	285887559	246574313
1	chr1_+_154227803_154228132	0	1	0	0	0	0	no_alu	285887559	246574313
1	chr17_+_78854290_78857192	0	8	1	1	0	0	non_ir_single_alu	285887559	246574313
1	chrX_-_53619358_53618104	0	2	0	0	0	0	no_alu	285887559	246574313
1	chr11_-_64519875_64519568	0	3	0	0	0	0	no_alu	285887559	246574313
1	chr9_-_33264419_33264310	0	1	0	0	0	0	no_alu	285887559	246574313
1	chr15_-_89873312_89872382	0	1	0	0	0	0	no_alu	285887559	246574313
1	chr5_+_149213342_149214823	0	1	0	0	0	0	no_alu	285887559	246574313
1	chr17_-_42090377_42089622	0	2	0	0	0	0	no_alu	285887559	246574313
1	chr17_-_79863976_79863643	0	1	0	0	0	0	no_alu	285887559	246574313
1	chr12_-_114386638_114385289	0	2	0	0	0	0	no_alu	285887559	246574313
1	chr19_-_2431546_2430984	0	1	0	0	0	0	no_alu	285887559	246574313
1	chr19_+_54647486_54647710	0	2	0	0	0	0	no_alu	285887559	246574313
1	chr17_+_34067553_34068031	0	2	0	0	0	0	no_alu	285887559	246574313
1	chr6_+_150290007_150290219	0	2	0	0	0	0	no_alu	285887559	246574313
1	chr16_+_30745330_30745789	0	1	1	1	0	0	non_ir_single_alu	285887559	246574313
1	chrX_+_152957563_152958476	0	2	0	0	0	0	no_alu	285887559	246574313
1	chr17_-_1559686_1558869	0	3	2	0	2	0	non_ir_multi_alu	285887559	246574313
1	chr5_+_176694720_176696571	0	1	0	0	0	0	no_alu	285887559	246574313
1	chr16_-_2166530_2166141	0	1	0	0	0	0	no_alu	285887559	246574313
1	chr7_-_150937198_150936854	0	1	0	0	0	0	no_alu	285887559	246574313
1	chr4_+_95494545_95496730	0	1	1	1	0	0	non_ir_single_alu	285887559	246574313
1	chr17_+_18003038_18003654	0	3	0	0	0	0	no_alu	285887559	246574313
1	chr1_-_156286957_156282040	0	1	5	4	1	1	ir_alu	285887559	246574313
1	chr16_-_2335443_2335021	0	3	0	0	0	0	no_alu	285887559	246574313
1	chr12_-_49497470_49496968	0	3	0	0	0	0	no_alu	285887559	246574313
1	chr1_+_207222963_207223031	0	3	0	0	0	0	no_alu	285887559	246574313
1	chr21_+_45219531_45220378	0	2	0	0	0	0	no_alu	285887559	246574313
1	chr9_-_124111398_124110451	0	1	0	0	0	0	no_alu	285887559	246574313
1	chr1_-_151752427_151751735	0	1	0	0	0	0	no_alu	285887559	246574313
1	chr9_+_131477145_131477428	0	25	0	0	0	0	no_alu	285887559	246574313
1	chr19_+_7703662_7703883	0	6	0	0	0	0	no_alu	285887559	246574313
1	chr8_-_95508556_95508141	0	2	0	0	0	0	no_alu	285887559	246574313
1	chr22_+_22042022_22042341	0	1	0	0	0	0	no_alu	285887559	246574313
1	chr10_+_12155064_12159647	0	4	12	1	11	1	ir_alu	285887559	246574313
1	chr15_+_91161201_91162946	0	2	1	1	0	0	non_ir_single_alu	285887559	246574313
1	chr2_-_39251151_39250389	0	1	0	0	0	0	no_alu	285887559	246574313
1	chr1_+_3692048_3692335	0	1	0	0	0	0	no_alu	285887559	246574313
1	chr16_+_30997526_30997723	0	3	0	0	0	0	no_alu	285887559	246574313
1	chr11_-_74983939_74980026	0	1	3	3	0	0	non_ir_multi_alu	285887559	246574313
1	chr2_+_97783916_97784050	0	2	0	0	0	0	no_alu	285887559	246574313
1	chr1_-_173836129_173835963	0	2	0	0	0	0	no_alu	285887559	246574313
1	chr12_+_53428494_53431161	0	1	8	0	8	0	non_ir_multi_alu	285887559	246574313
1	chr1_-_55612602_55611807	0	1	0	0	0	0	no_alu	285887559	246574313
1	chr15_+_99478283_99478525	0	1	0	0	0	0	no_alu	285887559	246574313
1	chr3_-_134201648_134197578	0	3	1	0	1	0	non_ir_single_alu	285887559	246574313
1	chr5_+_81549249_81549851	0	2	0	0	0	0	no_alu	285887559	246574313
1	chr6_+_29693341_29693767	0	1	0	0	0	0	no_alu	285887559	246574313
1	chr12_+_58150868_58151873	0	2	1	1	0	0	non_ir_single_alu	285887559	246574313
1	chr19_-_1986829_1986669	0	8	0	0	0	0	no_alu	285887559	246574313
1	chr17_-_7760333_7760183	0	1	0	0	0	0	no_alu	285887559	246574313
1	chr3_-_141934441_141932474	0	1	1	0	1	0	non_ir_single_alu	285887559	246574313
1	chr4_+_2513693_2514141	0	1	0	0	0	0	no_alu	285887559	246574313
1	chr22_-_50944464_50943988	0	1	0	0	0	0	no_alu	285887559	246574313
1	chr1_-_212957705_212955799	0	2	1	1	0	0	non_ir_single_alu	285887559	246574313
1	chr1_+_39893287_39893610	0	2	0	0	0	0	no_alu	285887559	246574313
1	chr1_-_185275617_185274800	0	2	0	0	0	0	no_alu	285887559	246574313
1	chr1_+_171553327_171553532	0	5	0	0	0	0	no_alu	285887559	246574313
1	chr6_-_161575181_161574552	0	1	0	0	0	0	no_alu	285887559	246574313
1	chr8_-_59499017_59498585	0	6	0	0	0	0	no_alu	285887559	246574313
1	chr8_-_126056778_126056371	0	1	0	0	0	0	no_alu	285887559	246574313
1	chrX_-_153761157_153761038	0	2	0	0	0	0	no_alu	285887559	246574313
1	chr6_+_110534364_110536456	0	2	1	0	1	0	non_ir_single_alu	285887559	246574313
1	chr20_-_43254210_43252999	0	1	0	0	0	0	no_alu	285887559	246574313
1	chr2_-_69556816_69556586	0	3	0	0	0	0	no_alu	285887559	246574313
1	chr10_+_6154325_6154843	0	1	0	0	0	0	no_alu	285887559	246574313
1	chr15_-_72492815_72492121	0	4	0	0	0	0	no_alu	285887559	246574313
1	chr22_+_42296127_42296302	0	2	0	0	0	0	no_alu	285887559	246574313
1	chr1_+_39893287_39893592	0	4	0	0	0	0	no_alu	285887559	246574313
1	chr10_+_121189951_121190872	0	1	0	0	0	0	no_alu	285887559	246574313
1	chr3_-_142567059_142561920	0	2	3	1	2	1	ir_alu	285887559	246574313
1	chr10_+_70666764_70670039	0	1	6	3	3	3	ir_alu	285887559	246574313
1	chr5_-_77656038_77655832	0	1	0	0	0	0	no_alu	285887559	246574313
1	chr13_+_21141396_21141785	0	11	0	0	0	0	no_alu	285887559	246574313
1	chr17_+_7481235_7481461	0	7	0	0	0	0	no_alu	285887559	246574313
1	chr14_+_102505592_102505720	0	2	0	0	0	0	no_alu	285887559	246574313
1	chr20_+_60882885_60883053	0	1	0	0	0	0	no_alu	285887559	246574313
1	chr14_+_105929596_105929803	0	9	0	0	0	0	no_alu	285887559	246574313
1	chr2_-_85778048_85777900	0	2	0	0	0	0	no_alu	285887559	246574313
1	chrX_+_47444731_47444899	0	1	0	0	0	0	no_alu	285887559	246574313
1	chr4_+_109543775_109546263	0	1	2	1	1	1	ir_alu	285887559	246574313
1	chr19_-_1117322_1116946	0	3	0	0	0	0	no_alu	285887559	246574313
1	chr18_-_43579402_43578844	0	2	0	0	0	0	no_alu	285887559	246574313
1	chr8_-_37704372_37702766	0	5	2	2	0	0	non_ir_multi_alu	285887559	246574313
1	chr2_-_240016706_240011834	0	4	3	3	0	0	non_ir_multi_alu	285887559	246574313
1	chr2_-_239170370_239169616	0	3	0	0	0	0	no_alu	285887559	246574313
1	chr16_-_1507255_1506229	0	5	1	1	0	0	non_ir_single_alu	285887559	246574313
1	chr4_+_26321511_26321697	0	3	0	0	0	0	no_alu	285887559	246574313
1	chr19_+_16338502_16338922	0	2	0	0	0	0	no_alu	285887559	246574313
1	chr7_+_5239290_5254138	0	1	15	3	12	3	ir_alu	285887559	246574313
1	chr16_-_70820118_70819801	0	1	0	0	0	0	no_alu	285887559	246574313
1	chr1_-_38341278_38339849	0	1	2	1	1	1	ir_alu	285887559	246574313
1	chr12_-_56822667_56822457	0	6	0	0	0	0	no_alu	285887559	246574313
1	chr11_-_72398733_72398575	0	2	0	0	0	0	no_alu	285887559	246574313
1	chr19_-_50369656_50368705	0	1	2	0	2	0	non_ir_multi_alu	285887559	246574313
1	chr6_-_44270128_44269927	0	4	0	0	0	0	no_alu	285887559	246574313
1	chr3_+_52724721_52724931	0	1	0	0	0	0	no_alu	285887559	246574313
1	chr20_-_33597990_33596574	0	3	1	1	0	0	non_ir_single_alu	285887559	246574313
1	chr10_-_135113489_135113130	0	3	0	0	0	0	no_alu	285887559	246574313
1	chr1_-_54266366_54262840	0	2	4	0	4	0	non_ir_multi_alu	285887559	246574313
1	chr22_+_31819397_31822573	0	1	6	0	6	0	non_ir_multi_alu	285887559	246574313
1	chr1_+_226026583_226026897	0	2	0	0	0	0	no_alu	285887559	246574313
1	chr11_-_46567154_46565638	0	3	2	2	0	0	non_ir_multi_alu	285887559	246574313
1	chr9_-_140348183_140347655	0	3	0	0	0	0	no_alu	285887559	246574313
1	chr17_+_18832271_18833827	0	1	2	2	0	0	non_ir_multi_alu	285887559	246574313
1	chr22_+_20112960_20113799	0	7	0	0	0	0	no_alu	285887559	246574313
1	chr12_-_120198743_120196523	0	3	3	3	0	0	non_ir_multi_alu	285887559	246574313
1	chr3_-_13364809_13363865	0	1	0	0	0	0	no_alu	285887559	246574313
1	chr1_-_19475057_19474642	0	2	0	0	0	0	no_alu	285887559	246574313
1	chr1_-_52821280_52821156	0	1	0	0	0	0	no_alu	285887559	246574313
1	chr3_+_150883770_150903095	0	2	9	2	7	2	ir_alu	285887559	246574313
1	chr9_-_111812563_111800426	0	1	6	2	4	2	ir_alu	285887559	246574313
1	chr19_+_38895754_38895959	0	3	0	0	0	0	no_alu	285887559	246574313
1	chr17_-_73775738_73775286	0	5	0	0	0	0	no_alu	285887559	246574313
1	chr16_+_28847080_28847229	0	2	0	0	0	0	no_alu	285887559	246574313
1	chr19_+_45646892_45648089	0	1	3	0	3	0	non_ir_multi_alu	285887559	246574313
1	chr10_+_95278706_95279413	0	2	0	0	0	0	no_alu	285887559	246574313
1	chr16_-_89341501_89341387	0	4	0	0	0	0	no_alu	285887559	246574313
1	chr16_+_312225_312395	0	1	0	0	0	0	no_alu	285887559	246574313
1	chr15_+_93543871_93545385	0	2	2	0	2	0	non_ir_multi_alu	285887559	246574313
1	chr9_+_91972481_91972887	0	1	0	0	0	0	no_alu	285887559	246574313
1	chr1_+_145297692_145298120	0	1	0	0	0	0	no_alu	285887559	246574313
1	chr18_+_12028151_12028815	0	1	0	0	0	0	no_alu	285887559	246574313
1	chr21_+_45106817_45107373	0	4	0	0	0	0	no_alu	285887559	246574313
1	chr1_+_26800019_26800156	0	2	0	0	0	0	no_alu	285887559	246574313
1	chr5_+_72800229_72800992	0	1	0	0	0	0	no_alu	285887559	246574313
1	chr22_-_37163350_37162265	0	3	0	0	0	0	no_alu	285887559	246574313
1	chr17_+_78195594_78196434	0	1	2	2	0	0	non_ir_multi_alu	285887559	246574313
1	chr19_+_2236901_2243359	0	1	5	3	2	2	ir_alu	285887559	246574313
1	chr16_+_90057412_90059108	0	12	0	0	0	0	no_alu	285887559	246574313
1	chr17_-_43342530_43342192	0	2	0	0	0	0	no_alu	285887559	246574313
1	chrX_+_47062614_47062916	0	2	0	0	0	0	no_alu	285887559	246574313
1	chrX_+_19371292_19372567	0	2	1	0	1	0	non_ir_single_alu	285887559	246574313
1	chr16_+_89651266_89651799	0	1	0	0	0	0	no_alu	285887559	246574313
1	chr12_+_132551515_132551883	0	4	0	0	0	0	no_alu	285887559	246574313
1	chr12_-_53565110_53564310	0	2	1	0	1	0	non_ir_single_alu	285887559	246574313
1	chr6_+_30553769_30553881	0	1	0	0	0	0	no_alu	285887559	246574313
1	chr6_+_43604384_43607736	0	5	8	1	7	1	ir_alu	285887559	246574313
1	chr7_+_150835401_150837036	0	1	0	0	0	0	no_alu	285887559	246574313
1	chr17_-_26969887_26969373	0	1	1	1	0	0	non_ir_single_alu	285887559	246574313
1	chr19_-_5932463_5931563	0	7	1	1	0	0	non_ir_single_alu	285887559	246574313
1	chr11_-_122929767_122929560	0	1	0	0	0	0	no_alu	285887559	246574313
1	chr1_-_29528455_29527127	0	10	1	0	1	0	non_ir_single_alu	285887559	246574313
1	chr19_-_889638_886221	0	2	4	4	0	0	non_ir_multi_alu	285887559	246574313
1	chr16_+_3565592_3569870	0	1	2	0	2	0	non_ir_multi_alu	285887559	246574313
1	chr19_+_49969163_49969309	0	3	0	0	0	0	no_alu	285887559	246574313
1	chr17_+_72246168_72246383	0	2	0	0	0	0	no_alu	285887559	246574313
1	chr1_-_149899618_149899217	0	4	0	0	0	0	no_alu	285887559	246574313
1	chr1_+_26601563_26603007	0	1	1	0	1	0	non_ir_single_alu	285887559	246574313
1	chr3_+_136047700_136048722	0	3	0	0	0	0	no_alu	285887559	246574313
1	chr13_-_79940768_79940350	0	2	0	0	0	0	no_alu	285887559	246574313
1	chr1_+_211485830_211486033	0	2	0	0	0	0	no_alu	285887559	246574313
1	chr2_+_219104208_219110111	0	1	4	2	2	2	ir_alu	285887559	246574313
1	chr17_-_48217458_48216969	0	2	0	0	0	0	no_alu	285887559	246574313
1	chr17_+_57759790_57759963	0	2	0	0	0	0	no_alu	285887559	246574313
1	chr16_-_70305684_70304277	0	2	3	3	0	0	non_ir_multi_alu	285887559	246574313
1	chr17_-_7130409_7129979	0	9	0	0	0	0	no_alu	285887559	246574313
1	chr1_+_155697530_155698795	0	3	2	2	0	0	non_ir_multi_alu	285887559	246574313
1	chr7_-_1516430_1516317	0	1	0	0	0	0	no_alu	285887559	246574313
1	chr6_-_32155424_32155198	0	1	0	0	0	0	no_alu	285887559	246574313
1	chr9_+_134027282_134034748	0	1	12	0	12	0	non_ir_multi_alu	285887559	246574313
1	chr9_-_116037662_116035744	0	1	1	1	0	0	non_ir_single_alu	285887559	246574313
1	chr11_-_3041450_3040519	0	1	1	1	0	0	non_ir_single_alu	285887559	246574313
1	chr1_+_214825230_214826138	0	3	2	0	2	0	non_ir_multi_alu	285887559	246574313
1	chr22_-_22326249_22325458	0	1	0	0	0	0	no_alu	285887559	246574313
1	chr11_+_605301_605570	0	1	0	0	0	0	no_alu	285887559	246574313
1	chr19_+_10799355_10799833	0	1	0	0	0	0	no_alu	285887559	246574313
1	chr17_-_1580859_1580489	0	4	0	0	0	0	no_alu	285887559	246574313
1	chr19_-_47341997_47341829	0	1	0	0	0	0	no_alu	285887559	246574313
1	chr19_-_5591759_5590445	0	1	1	0	1	0	non_ir_single_alu	285887559	246574313
1	chr6_+_31803229_31804166	0	1	3	0	3	0	non_ir_multi_alu	285887559	246574313
1	chr2_-_220090133_220089957	0	2	0	0	0	0	no_alu	285887559	246574313
1	chr5_+_111496993_111497373	0	2	0	0	0	0	no_alu	285887559	246574313
1	chr1_+_6647352_6647518	0	1	0	0	0	0	no_alu	285887559	246574313
1	chr16_-_15221327_15219893	0	1	3	0	3	0	non_ir_multi_alu	285887559	246574313
1	chr2_+_220370278_220370677	0	2	0	0	0	0	no_alu	285887559	246574313
1	chr7_+_7613401_7613713	0	1	0	0	0	0	no_alu	285887559	246574313
1	chr16_+_15128411_15129283	0	2	0	0	0	0	no_alu	285887559	246574313
1	chr9_+_131256948_131258294	0	1	0	0	0	0	no_alu	285887559	246574313
1	chr1_+_45218927_45219361	0	2	0	0	0	0	no_alu	285887559	246574313
1	chr7_-_5355587_5354808	0	2	1	0	1	0	non_ir_single_alu	285887559	246574313
1	chr21_+_45563244_45564691	0	2	0	0	0	0	no_alu	285887559	246574313
1	chr14_-_104165701_104165538	0	3	0	0	0	0	no_alu	285887559	246574313
1	chr3_+_139068277_139068991	0	1	0	0	0	0	no_alu	285887559	246574313
1	chr11_+_65402113_65402403	0	3	0	0	0	0	no_alu	285887559	246574313
1	chr1_-_156287206_156287063	0	3	0	0	0	0	no_alu	285887559	246574313
1	chr20_+_25261049_25261554	0	1	0	0	0	0	no_alu	285887559	246574313
1	chr2_-_38810983_38809322	0	2	2	1	1	1	ir_alu	285887559	246574313
1	chr7_-_44612489_44612369	0	3	0	0	0	0	no_alu	285887559	246574313
1	chr22_-_50719789_50719638	0	2	0	0	0	0	no_alu	285887559	246574313
1	chr19_+_50727435_50728810	0	3	1	1	0	0	non_ir_single_alu	285887559	246574313
1	chr2_+_271940_272167	0	2	0	0	0	0	no_alu	285887559	246574313
1	chr17_-_35609812_35609056	0	2	0	0	0	0	no_alu	285887559	246574313
1	chr16_+_704661_704914	0	2	0	0	0	0	no_alu	285887559	246574313
1	chr17_-_39983678_39981941	0	3	6	4	2	2	ir_alu	285887559	246574313
1	chr3_+_129197062_129198607	0	1	2	1	1	1	ir_alu	285887559	246574313
1	chr3_-_185542571_185541025	0	2	0	0	0	0	no_alu	285887559	246574313
1	chr3_-_194371610_194369484	0	1	2	1	1	1	ir_alu	285887559	246574313
1	chr1_+_161136463_161136600	0	1	0	0	0	0	no_alu	285887559	246574313
1	chr2_-_20478344_20463243	0	3	8	5	3	3	ir_alu	285887559	246574313
1	chr8_-_144696334_144696010	0	1	0	0	0	0	no_alu	285887559	246574313
1	chr14_+_76548711_76548934	0	4	0	0	0	0	no_alu	285887559	246574313
1	chr16_-_2349404_2348573	0	1	0	0	0	0	no_alu	285887559	246574313
1	chr17_-_8396094_8395869	0	2	0	0	0	0	no_alu	285887559	246574313
1	chr17_-_73038624_73038395	0	2	0	0	0	0	no_alu	285887559	246574313
1	chr2_+_220100308_220100402	0	1	0	0	0	0	no_alu	285887559	246574313
1	chr10_+_91528149_91528465	0	1	0	0	0	0	no_alu	285887559	246574313
1	chr10_+_99994274_99995156	0	2	0	0	0	0	no_alu	285887559	246574313
1	chr15_-_75654684_75654320	0	5	0	0	0	0	no_alu	285887559	246574313
1	chr3_+_180671629_180675578	0	1	1	0	1	0	non_ir_single_alu	285887559	246574313
1	chr15_-_72642859_72641623	0	2	1	0	1	0	non_ir_single_alu	285887559	246574313
1	chr16_-_74943720_74943577	0	1	0	0	0	0	no_alu	285887559	246574313
1	chr17_-_37006615_37006504	0	8	0	0	0	0	no_alu	285887559	246574313
1	chr10_-_32562091_32561123	0	2	0	0	0	0	no_alu	285887559	246574313
1	chr6_-_170033043_170002454	0	1	12	8	4	4	ir_alu	285887559	246574313
1	chr12_+_122623099_122623333	0	6	0	0	0	0	no_alu	285887559	246574313
1	chr15_-_75137814_75137577	0	1	0	0	0	0	no_alu	285887559	246574313
1	chr14_+_68042723_68043085	0	2	0	0	0	0	no_alu	285887559	246574313
1	chr12_+_118838560_118839553	0	3	0	0	0	0	no_alu	285887559	246574313
1	chr9_-_114134709_114134136	0	2	0	0	0	0	no_alu	285887559	246574313
1	chr19_+_4501330_4501898	0	8	0	0	0	0	no_alu	285887559	246574313
1	chr5_+_180660764_180661141	0	1	0	0	0	0	no_alu	285887559	246574313
1	chr17_-_42761240_42759539	0	1	2	2	0	0	non_ir_multi_alu	285887559	246574313
1	chr19_-_46326014_46324788	0	9	1	0	1	0	non_ir_single_alu	285887559	246574313
1	chr17_-_79575754_79573861	0	1	0	0	0	0	no_alu	285887559	246574313
1	chr1_-_32098096_32096487	0	1	0	0	0	0	no_alu	285887559	246574313
1	chr1_-_150240116_150239899	0	6	0	0	0	0	no_alu	285887559	246574313
1	chr19_-_3979806_3979449	0	1	0	0	0	0	no_alu	285887559	246574313
1	chr12_+_21614089_21614903	0	1	0	0	0	0	no_alu	285887559	246574313
1	chr6_-_33287788_33287662	0	1	0	0	0	0	no_alu	285887559	246574313
1	chr11_+_601702_605075	0	2	7	1	6	1	ir_alu	285887559	246574313
1	chr5_-_140070440_140062836	0	1	10	7	3	3	ir_alu	285887559	246574313
1	chr9_+_134308182_134311982	0	1	3	3	0	0	non_ir_multi_alu	285887559	246574313
1	chr1_+_45241813_45242317	0	14	0	0	0	0	no_alu	285887559	246574313
1	chr13_+_21750857_21751027	0	1	0	0	0	0	no_alu	285887559	246574313
1	chr8_-_144659439_144659030	0	3	0	0	0	0	no_alu	285887559	246574313
1	chr22_+_24226061_24226455	0	1	0	0	0	0	no_alu	285887559	246574313
1	chr1_+_155697530_155698812	0	3	2	2	0	0	non_ir_multi_alu	285887559	246574313
1	chr1_+_161183523_161183627	0	1	0	0	0	0	no_alu	285887559	246574313
1	chr2_+_132277240_132277649	0	6	0	0	0	0	no_alu	285887559	246574313
1	chr2_-_97532020_97531687	0	2	0	0	0	0	no_alu	285887559	246574313
1	chr1_-_1274667_1274057	0	1	0	0	0	0	no_alu	285887559	246574313
1	chr8_-_80679244_80678982	0	2	0	0	0	0	no_alu	285887559	246574313
1	chr3_-_185369882_185367345	0	2	4	1	3	1	ir_alu	285887559	246574313
1	chr4_-_146063348_146062819	0	4	0	0	0	0	no_alu	285887559	246574313
1	chr2_-_27590324_27590086	0	2	0	0	0	0	no_alu	285887559	246574313
1	chr11_+_65819989_65820119	0	6	0	0	0	0	no_alu	285887559	246574313
1	chr1_+_27099479_27099802	0	1	0	0	0	0	no_alu	285887559	246574313
1	chr10_+_106015030_106019311	0	5	2	1	1	1	ir_alu	285887559	246574313
1	chr7_+_120591290_120593331	0	2	0	0	0	0	no_alu	285887559	246574313
1	chr12_+_7301795_7302092	0	1	0	0	0	0	no_alu	285887559	246574313
1	chr16_-_70820118_70819799	0	6	0	0	0	0	no_alu	285887559	246574313
1	chr12_-_50047508_50047138	0	1	0	0	0	0	no_alu	285887559	246574313
1	chr3_-_101374948_101373689	0	1	2	0	2	0	non_ir_multi_alu	285887559	246574313
1	chr10_-_100190888_100190453	0	2	0	0	0	0	no_alu	285887559	246574313
1	chr9_-_88270058_88261353	0	1	4	4	0	0	non_ir_multi_alu	285887559	246574313
1	chr4_+_1341978_1343292	0	1	0	0	0	0	no_alu	285887559	246574313
1	chr2_+_71376584_71376975	0	2	0	0	0	0	no_alu	285887559	246574313
